Instance,Income
152063,5.40E+04
152064,6.64E+04
152065,4.35E+04
152066,1.64E+05
152067,6.44E+05
152068,8.91E+04
152069,4.75E+04
152070,4.80E+04
152071,3.38E+05
152072,4.46E+04
152073,1.51E+05
152074,1.01E+05
152075,4.33E+04
152076,1.29E+05
152077,4.03E+04
152078,8.72E+04
152079,1.91E+05
152080,5.42E+04
152081,2.81E+05
152082,4.68E+04
152083,1.57E+05
152084,1.56E+05
152085,7.09E+04
152086,3.59E+05
152087,1.41E+05
152088,2.88E+04
152089,4.12E+04
152090,7.75E+04
152091,3.81E+04
152092,1.66E+05
152093,3.69E+05
152094,1.28E+05
152095,3.98E+04
152096,5.04E+04
152097,2.94E+05
152098,3.11E+04
152099,2.89E+05
152100,2.67E+04
152101,3.32E+05
152102,3.81E+04
152103,6.84E+04
152104,5.51E+04
152105,8.41E+04
152106,3.70E+04
152107,2.34E+05
152108,5.19E+04
152109,7.44E+03
152110,6.19E+04
152111,1.15E+05
152112,4.07E+05
152113,2.27E+05
152114,4.17E+04
152115,1.07E+05
152116,4.31E+04
152117,4.21E+04
152118,1.01E+05
152119,8.00E+04
152120,1.05E+05
152121,3.07E+05
152122,3.25E+04
152123,5.51E+04
152124,1.88E+04
152125,2.00E+04
152126,8.57E+04
152127,3.39E+05
152128,1.81E+05
152129,4.46E+05
152130,2.40E+05
152131,1.76E+05
152132,4.84E+05
152133,4.29E+04
152134,1.44E+05
152135,3.05E+04
152136,6.29E+04
152137,8.29E+04
152138,1.01E+05
152139,4.56E+04
152140,3.44E+04
152141,6.44E+04
152142,5.42E+04
152143,1.65E+05
152144,1.82E+04
152145,2.48E+05
152146,5.86E+04
152147,8.83E+04
152148,3.01E+05
152149,1.57E+04
152150,5.84E+04
152151,4.54E+05
152152,1.63E+05
152153,5.29E+04
152154,2.97E+04
152155,2.28E+05
152156,4.59E+04
152157,1.70E+05
152158,1.22E+05
152159,2.22E+05
152160,4.51E+04
152161,2.18E+05
152162,2.77E+04
152163,1.06E+05
152164,7.84E+04
152165,2.33E+04
152166,7.19E+04
152167,1.34E+04
152168,6.80E+04
152169,4.21E+04
152170,7.00E+04
152171,8.36E+04
152172,9.59E+04
152173,1.87E+05
152174,1.10E+05
152175,5.13E+05
152176,1.35E+05
152177,2.58E+05
152178,1.19E+05
152179,2.03E+05
152180,9.23E+04
152181,2.69E+04
152182,1.90E+05
152183,2.48E+05
152184,9.16E+04
152185,8.11E+04
152186,2.10E+05
152187,4.90E+04
152188,1.68E+05
152189,2.67E+04
152190,1.10E+05
152191,9.53E+03
152192,2.93E+05
152193,2.36E+04
152194,5.62E+04
152195,2.93E+04
152196,5.86E+04
152197,1.09E+06
152198,7.39E+03
152199,3.34E+04
152200,2.15E+05
152201,8.76E+04
152202,3.69E+05
152203,1.35E+05
152204,3.67E+04
152205,8.70E+04
152206,3.03E+04
152207,1.84E+04
152208,5.03E+04
152209,5.43E+04
152210,4.62E+04
152211,5.18E+04
152212,1.54E+05
152213,1.64E+05
152214,1.87E+05
152215,6.26E+04
152216,9.73E+04
152217,8.13E+05
152218,4.88E+04
152219,2.29E+04
152220,3.48E+04
152221,2.96E+05
152222,2.61E+04
152223,2.20E+04
152224,1.77E+04
152225,3.27E+05
152226,8.06E+04
152227,3.19E+04
152228,5.72E+04
152229,2.13E+04
152230,7.47E+04
152231,1.54E+04
152232,2.35E+04
152233,3.89E+04
152234,6.22E+04
152235,6.92E+05
152236,5.12E+04
152237,5.00E+04
152238,2.65E+05
152239,1.33E+05
152240,3.17E+04
152241,2.88E+04
152242,2.21E+05
152243,2.91E+04
152244,3.92E+04
152245,2.66E+05
152246,3.22E+04
152247,5.11E+05
152248,3.02E+04
152249,3.74E+04
152250,4.61E+04
152251,2.96E+04
152252,6.71E+04
152253,4.21E+04
152254,1.07E+05
152255,4.28E+04
152256,1.34E+05
152257,5.88E+04
152258,4.95E+04
152259,4.49E+04
152260,5.56E+04
152261,1.01E+05
152262,7.91E+04
152263,4.25E+04
152264,4.67E+04
152265,4.82E+04
152266,7.37E+04
152267,3.35E+04
152268,4.74E+04
152269,5.98E+04
152270,2.84E+04
152271,2.32E+04
152272,4.13E+04
152273,2.47E+04
152274,3.09E+05
152275,9.71E+04
152276,1.61E+05
152277,8.85E+04
152278,8.33E+05
152279,5.22E+04
152280,9.10E+04
152281,4.25E+04
152282,5.65E+04
152283,3.02E+04
152284,5.00E+04
152285,2.67E+04
152286,9.06E+04
152287,1.09E+05
152288,7.41E+05
152289,5.68E+04
152290,9.64E+04
152291,2.80E+05
152292,1.42E+05
152293,3.05E+05
152294,4.50E+04
152295,4.96E+04
152296,2.14E+05
152297,2.88E+04
152298,3.31E+05
152299,2.98E+04
152300,1.05E+04
152301,2.97E+04
152302,9.67E+03
152303,2.76E+05
152304,1.65E+05
152305,2.14E+04
152306,1.19E+05
152307,2.95E+04
152308,2.22E+05
152309,5.89E+04
152310,7.41E+04
152311,6.24E+04
152312,3.65E+04
152313,2.38E+05
152314,1.16E+05
152315,8.03E+04
152316,7.80E+04
152317,1.08E+05
152318,5.66E+05
152319,8.02E+03
152320,3.60E+04
152321,9.31E+03
152322,1.81E+04
152323,1.61E+05
152324,1.58E+05
152325,1.37E+04
152326,6.00E+04
152327,1.79E+05
152328,2.18E+05
152329,1.28E+05
152330,9.23E+04
152331,2.30E+04
152332,9.81E+03
152333,3.28E+05
152334,5.83E+04
152335,1.13E+05
152336,9.71E+04
152337,1.16E+05
152338,1.21E+05
152339,5.51E+04
152340,1.74E+05
152341,7.94E+03
152342,3.81E+04
152343,2.71E+05
152344,8.42E+04
152345,3.83E+05
152346,4.59E+04
152347,1.32E+05
152348,4.35E+04
152349,1.33E+05
152350,9.18E+04
152351,4.94E+04
152352,8.35E+04
152353,1.23E+05
152354,1.58E+04
152355,6.63E+04
152356,1.89E+05
152357,1.76E+04
152358,6.22E+04
152359,7.94E+04
152360,1.76E+04
152361,7.18E+04
152362,7.67E+04
152363,2.42E+05
152364,1.42E+04
152365,2.60E+05
152366,1.44E+04
152367,1.72E+04
152368,2.52E+05
152369,6.08E+04
152370,2.39E+04
152371,2.77E+04
152372,3.40E+04
152373,2.18E+04
152374,3.82E+04
152375,4.19E+05
152376,4.12E+04
152377,6.47E+04
152378,2.22E+05
152379,4.39E+04
152380,7.92E+04
152381,7.42E+04
152382,2.82E+04
152383,4.67E+04
152384,1.96E+05
152385,1.93E+05
152386,3.55E+05
152387,1.04E+04
152388,1.19E+05
152389,1.28E+05
152390,1.02E+04
152391,2.98E+04
152392,4.85E+04
152393,2.28E+04
152394,3.57E+05
152395,1.78E+05
152396,2.93E+04
152397,4.20E+04
152398,5.68E+04
152399,5.01E+04
152400,6.86E+04
152401,5.83E+04
152402,7.47E+04
152403,8.12E+04
152404,1.66E+04
152405,3.48E+04
152406,8.72E+05
152407,2.87E+04
152408,2.46E+05
152409,6.70E+04
152410,2.85E+04
152411,1.08E+05
152412,7.01E+04
152413,8.53E+04
152414,6.53E+04
152415,9.90E+04
152416,1.71E+04
152417,6.85E+04
152418,3.86E+04
152419,6.91E+04
152420,3.12E+04
152421,1.33E+05
152422,7.18E+04
152423,2.61E+04
152424,4.32E+04
152425,4.92E+04
152426,5.58E+04
152427,9.38E+04
152428,6.66E+04
152429,1.33E+05
152430,4.28E+04
152431,4.32E+05
152432,4.87E+05
152433,3.18E+05
152434,2.61E+05
152435,3.57E+04
152436,5.52E+05
152437,1.33E+05
152438,4.37E+05
152439,2.09E+05
152440,2.76E+05
152441,7.81E+03
152442,7.09E+04
152443,3.23E+04
152444,3.86E+05
152445,4.83E+04
152446,8.11E+04
152447,5.12E+04
152448,1.67E+05
152449,1.40E+05
152450,1.78E+04
152451,4.32E+04
152452,1.13E+05
152453,2.65E+05
152454,1.08E+04
152455,3.65E+04
152456,4.18E+04
152457,3.60E+05
152458,3.57E+05
152459,4.36E+04
152460,3.92E+04
152461,1.15E+05
152462,1.24E+05
152463,2.21E+05
152464,2.04E+05
152465,4.49E+04
152466,1.79E+05
152467,8.61E+04
152468,4.90E+04
152469,1.25E+05
152470,1.59E+04
152471,1.15E+04
152472,6.03E+04
152473,9.07E+04
152474,9.57E+04
152475,1.14E+05
152476,3.18E+04
152477,1.09E+05
152478,9.73E+03
152479,2.67E+04
152480,1.47E+05
152481,2.53E+04
152482,1.21E+05
152483,4.97E+04
152484,4.63E+04
152485,4.24E+04
152486,1.67E+05
152487,5.72E+05
152488,1.02E+05
152489,1.41E+05
152490,1.15E+05
152491,4.51E+04
152492,7.34E+04
152493,6.80E+04
152494,2.92E+04
152495,3.55E+04
152496,1.16E+05
152497,1.87E+04
152498,8.43E+04
152499,7.20E+04
152500,4.40E+04
152501,1.45E+04
152502,6.42E+04
152503,5.55E+04
152504,1.27E+05
152505,2.14E+05
152506,4.75E+04
152507,6.07E+04
152508,1.36E+05
152509,2.76E+05
152510,2.03E+04
152511,6.24E+04
152512,2.56E+05
152513,2.03E+05
152514,2.31E+04
152515,2.54E+04
152516,2.65E+04
152517,3.61E+04
152518,7.90E+04
152519,5.30E+05
152520,4.48E+04
152521,7.88E+04
152522,2.84E+04
152523,5.67E+04
152524,1.33E+05
152525,4.24E+04
152526,2.79E+05
152527,6.58E+04
152528,4.60E+04
152529,9.24E+04
152530,3.80E+04
152531,1.50E+05
152532,4.67E+04
152533,2.44E+04
152534,2.72E+04
152535,1.15E+05
152536,1.08E+05
152537,1.16E+04
152538,5.79E+04
152539,3.97E+04
152540,3.95E+04
152541,7.30E+04
152542,2.85E+04
152543,5.17E+04
152544,5.51E+04
152545,3.88E+04
152546,5.12E+04
152547,6.56E+04
152548,2.30E+05
152549,3.98E+04
152550,9.14E+04
152551,5.96E+04
152552,8.01E+04
152553,2.01E+05
152554,6.41E+04
152555,3.00E+05
152556,1.29E+05
152557,3.26E+05
152558,2.91E+05
152559,9.42E+03
152560,1.71E+05
152561,5.41E+04
152562,9.31E+04
152563,3.31E+04
152564,2.68E+04
152565,4.74E+04
152566,7.40E+04
152567,2.08E+05
152568,9.05E+04
152569,1.68E+04
152570,9.36E+04
152571,3.90E+04
152572,1.85E+04
152573,3.08E+04
152574,2.08E+05
152575,7.00E+04
152576,3.65E+04
152577,2.24E+04
152578,1.61E+05
152579,4.07E+04
152580,3.44E+04
152581,4.07E+04
152582,9.00E+05
152583,7.22E+04
152584,6.57E+04
152585,1.90E+04
152586,5.13E+05
152587,4.66E+04
152588,4.67E+04
152589,4.35E+04
152590,1.07E+05
152591,7.26E+04
152592,1.03E+05
152593,3.40E+04
152594,6.48E+04
152595,2.32E+05
152596,8.33E+04
152597,7.87E+04
152598,1.36E+05
152599,1.07E+05
152600,1.15E+04
152601,3.57E+04
152602,1.11E+05
152603,3.48E+04
152604,1.03E+05
152605,9.55E+04
152606,6.86E+04
152607,3.98E+04
152608,4.71E+04
152609,4.37E+04
152610,5.48E+04
152611,4.50E+04
152612,1.47E+04
152613,2.53E+04
152614,9.09E+04
152615,6.86E+04
152616,4.68E+04
152617,1.25E+05
152618,8.15E+03
152619,6.66E+05
152620,7.18E+04
152621,2.53E+04
152622,1.65E+05
152623,8.17E+04
152624,1.84E+04
152625,1.65E+05
152626,6.67E+04
152627,4.14E+04
152628,1.37E+05
152629,5.56E+04
152630,2.01E+05
152631,2.96E+04
152632,5.62E+04
152633,3.04E+05
152634,1.57E+04
152635,8.13E+04
152636,2.16E+05
152637,2.68E+04
152638,2.78E+04
152639,5.99E+04
152640,5.26E+04
152641,2.99E+04
152642,1.48E+05
152643,8.43E+04
152644,2.84E+04
152645,2.44E+04
152646,1.13E+05
152647,3.34E+04
152648,2.05E+05
152649,4.10E+05
152650,5.26E+04
152651,1.19E+04
152652,1.54E+04
152653,6.72E+04
152654,1.13E+04
152655,6.03E+04
152656,4.22E+04
152657,4.07E+04
152658,1.11E+05
152659,1.19E+05
152660,1.32E+05
152661,9.83E+04
152662,1.12E+05
152663,1.67E+05
152664,3.42E+04
152665,1.05E+05
152666,3.80E+04
152667,2.44E+04
152668,1.81E+05
152669,7.37E+04
152670,3.02E+04
152671,3.55E+04
152672,5.61E+04
152673,6.44E+04
152674,1.01E+05
152675,2.01E+04
152676,2.15E+04
152677,1.84E+04
152678,1.48E+04
152679,3.62E+04
152680,3.21E+05
152681,3.85E+04
152682,5.15E+04
152683,3.83E+04
152684,6.48E+04
152685,1.06E+05
152686,2.80E+05
152687,6.04E+04
152688,5.34E+05
152689,3.21E+05
152690,2.50E+04
152691,1.38E+04
152692,1.61E+05
152693,2.71E+05
152694,3.94E+04
152695,8.15E+04
152696,2.79E+04
152697,1.62E+04
152698,1.67E+05
152699,2.76E+04
152700,4.45E+04
152701,9.92E+04
152702,4.43E+04
152703,3.91E+04
152704,2.86E+04
152705,1.59E+05
152706,5.07E+04
152707,2.37E+04
152708,2.84E+04
152709,3.44E+04
152710,1.09E+05
152711,5.94E+04
152712,3.31E+04
152713,2.92E+04
152714,6.77E+03
152715,1.13E+05
152716,2.43E+05
152717,4.21E+04
152718,7.00E+04
152719,1.56E+05
152720,2.59E+05
152721,2.23E+04
152722,1.03E+05
152723,2.04E+04
152724,4.21E+04
152725,6.03E+04
152726,2.91E+05
152727,5.51E+04
152728,5.23E+04
152729,2.36E+04
152730,1.39E+05
152731,8.86E+04
152732,9.63E+04
152733,2.88E+04
152734,2.26E+05
152735,2.64E+05
152736,6.89E+04
152737,4.94E+04
152738,2.06E+05
152739,2.39E+04
152740,1.44E+04
152741,4.46E+05
152742,9.70E+04
152743,4.33E+05
152744,1.73E+04
152745,1.20E+05
152746,4.43E+04
152747,1.95E+05
152748,1.88E+04
152749,1.01E+05
152750,2.47E+04
152751,3.98E+04
152752,4.80E+04
152753,7.60E+04
152754,5.50E+05
152755,1.52E+05
152756,4.69E+05
152757,1.01E+04
152758,9.28E+04
152759,7.06E+04
152760,2.24E+05
152761,7.15E+04
152762,1.14E+05
152763,3.52E+04
152764,9.34E+04
152765,1.74E+04
152766,3.40E+04
152767,3.02E+05
152768,3.08E+05
152769,3.82E+04
152770,9.94E+04
152771,6.30E+04
152772,1.96E+04
152773,2.33E+05
152774,3.87E+04
152775,2.40E+05
152776,3.45E+04
152777,7.44E+04
152778,2.96E+04
152779,4.43E+04
152780,2.11E+05
152781,6.01E+03
152782,3.18E+05
152783,3.09E+05
152784,6.30E+04
152785,5.69E+04
152786,7.67E+04
152787,4.58E+04
152788,1.16E+05
152789,2.38E+05
152790,4.28E+04
152791,2.38E+05
152792,4.15E+04
152793,3.59E+04
152794,2.78E+05
152795,3.47E+04
152796,9.53E+03
152797,4.90E+04
152798,6.34E+04
152799,7.98E+05
152800,8.49E+04
152801,3.99E+04
152802,1.09E+04
152803,1.74E+05
152804,6.60E+04
152805,1.83E+05
152806,3.23E+04
152807,7.96E+04
152808,6.92E+04
152809,2.19E+04
152810,5.40E+04
152811,3.10E+04
152812,1.28E+05
152813,4.27E+04
152814,4.29E+04
152815,6.31E+03
152816,2.32E+04
152817,1.37E+05
152818,3.67E+04
152819,1.30E+04
152820,7.70E+04
152821,7.10E+04
152822,1.03E+05
152823,3.29E+04
152824,1.49E+05
152825,8.07E+04
152826,4.38E+04
152827,1.33E+05
152828,3.25E+04
152829,4.08E+04
152830,2.02E+05
152831,1.67E+05
152832,1.16E+05
152833,1.07E+05
152834,1.26E+05
152835,1.97E+05
152836,3.45E+04
152837,2.70E+05
152838,1.52E+04
152839,1.78E+05
152840,2.88E+04
152841,5.30E+04
152842,7.86E+04
152843,9.27E+04
152844,1.93E+05
152845,2.21E+05
152846,1.50E+05
152847,2.70E+04
152848,1.16E+05
152849,7.99E+04
152850,3.42E+04
152851,4.12E+04
152852,3.30E+04
152853,2.66E+04
152854,4.66E+05
152855,1.24E+04
152856,3.52E+04
152857,9.27E+04
152858,1.85E+05
152859,6.58E+04
152860,1.06E+05
152861,8.35E+04
152862,4.54E+04
152863,2.74E+04
152864,5.01E+04
152865,9.73E+03
152866,6.38E+04
152867,6.55E+04
152868,9.33E+04
152869,3.18E+05
152870,8.03E+04
152871,3.25E+05
152872,2.54E+05
152873,2.34E+05
152874,4.00E+04
152875,1.08E+05
152876,1.46E+05
152877,3.08E+05
152878,4.39E+04
152879,7.86E+04
152880,5.65E+04
152881,2.16E+04
152882,2.47E+05
152883,1.00E+05
152884,2.55E+04
152885,4.43E+04
152886,9.52E+03
152887,2.83E+05
152888,8.72E+04
152889,3.22E+04
152890,4.99E+04
152891,1.40E+05
152892,4.85E+04
152893,5.95E+04
152894,3.93E+04
152895,5.08E+05
152896,4.59E+04
152897,1.23E+05
152898,7.01E+04
152899,4.42E+04
152900,5.71E+04
152901,3.23E+04
152902,8.45E+04
152903,3.13E+04
152904,1.89E+04
152905,9.31E+04
152906,9.21E+04
152907,4.40E+04
152908,3.85E+04
152909,6.69E+04
152910,2.45E+04
152911,3.22E+05
152912,3.84E+04
152913,6.39E+05
152914,2.06E+05
152915,2.47E+05
152916,7.32E+04
152917,6.23E+04
152918,2.87E+05
152919,2.55E+04
152920,7.27E+04
152921,4.28E+05
152922,5.93E+04
152923,2.69E+05
152924,8.72E+04
152925,2.06E+05
152926,2.70E+04
152927,6.10E+05
152928,4.06E+04
152929,2.09E+04
152930,3.36E+04
152931,1.15E+05
152932,5.19E+04
152933,5.63E+04
152934,4.51E+04
152935,2.02E+05
152936,5.63E+04
152937,4.26E+05
152938,7.20E+04
152939,1.72E+04
152940,7.20E+04
152941,1.58E+04
152942,4.35E+04
152943,2.03E+05
152944,6.63E+04
152945,3.22E+04
152946,2.17E+05
152947,5.04E+04
152948,1.85E+04
152949,4.35E+04
152950,3.81E+04
152951,1.33E+05
152952,1.35E+05
152953,9.73E+04
152954,1.79E+04
152955,4.72E+04
152956,1.13E+05
152957,3.31E+04
152958,4.05E+04
152959,3.15E+04
152960,9.83E+04
152961,8.41E+04
152962,2.48E+04
152963,4.57E+04
152964,3.42E+05
152965,4.65E+05
152966,2.24E+04
152967,6.20E+04
152968,2.02E+04
152969,4.01E+04
152970,1.43E+05
152971,2.68E+04
152972,1.34E+05
152973,6.04E+04
152974,1.82E+04
152975,2.94E+04
152976,3.68E+04
152977,4.83E+04
152978,4.85E+04
152979,7.46E+04
152980,3.26E+04
152981,1.13E+05
152982,9.92E+04
152983,3.24E+04
152984,1.75E+04
152985,1.21E+05
152986,2.65E+04
152987,5.36E+03
152988,4.39E+04
152989,8.84E+04
152990,9.76E+04
152991,3.97E+04
152992,6.25E+04
152993,3.33E+05
152994,8.00E+04
152995,7.10E+04
152996,1.41E+05
152997,1.82E+04
152998,1.51E+05
152999,3.48E+04
153000,1.11E+05
153001,4.94E+04
153002,6.23E+04
153003,4.94E+04
153004,1.82E+04
153005,7.31E+04
153006,4.01E+05
153007,2.96E+04
153008,8.95E+04
153009,3.59E+04
153010,7.79E+04
153011,6.32E+04
153012,1.43E+05
153013,3.92E+04
153014,1.16E+05
153015,1.38E+05
153016,6.41E+04
153017,2.96E+04
153018,4.00E+04
153019,1.54E+05
153020,3.26E+04
153021,2.29E+05
153022,1.25E+05
153023,2.39E+04
153024,4.23E+04
153025,6.46E+04
153026,3.14E+04
153027,2.76E+05
153028,6.68E+04
153029,6.85E+04
153030,4.37E+04
153031,5.88E+04
153032,9.45E+04
153033,8.94E+04
153034,3.36E+04
153035,7.19E+05
153036,8.98E+04
153037,6.64E+03
153038,6.16E+04
153039,1.49E+04
153040,5.44E+04
153041,3.65E+05
153042,2.17E+04
153043,2.76E+04
153044,4.08E+04
153045,2.95E+04
153046,9.12E+04
153047,5.85E+04
153048,1.03E+04
153049,1.06E+05
153050,4.96E+04
153051,1.11E+05
153052,4.07E+04
153053,1.37E+05
153054,8.21E+04
153055,2.15E+04
153056,5.47E+04
153057,3.26E+04
153058,1.48E+05
153059,1.12E+05
153060,1.62E+05
153061,2.52E+04
153062,1.50E+04
153063,4.02E+05
153064,1.29E+05
153065,7.32E+05
153066,5.29E+04
153067,6.48E+04
153068,4.70E+04
153069,1.08E+05
153070,6.15E+04
153071,5.72E+05
153072,1.65E+05
153073,6.10E+04
153074,3.41E+04
153075,3.03E+04
153076,1.14E+05
153077,3.32E+04
153078,1.59E+04
153079,1.33E+05
153080,3.85E+04
153081,1.56E+04
153082,7.09E+04
153083,3.39E+04
153084,2.84E+04
153085,3.77E+05
153086,2.68E+04
153087,5.47E+04
153088,4.60E+04
153089,5.94E+04
153090,4.35E+04
153091,2.81E+05
153092,9.47E+04
153093,3.06E+04
153094,6.46E+04
153095,2.01E+05
153096,9.99E+04
153097,4.02E+04
153098,4.56E+04
153099,3.65E+04
153100,4.21E+05
153101,9.54E+04
153102,1.12E+05
153103,7.60E+04
153104,3.86E+04
153105,1.58E+05
153106,4.41E+04
153107,1.42E+05
153108,4.42E+04
153109,6.68E+04
153110,3.33E+05
153111,3.29E+04
153112,6.12E+04
153113,2.53E+05
153114,4.25E+04
153115,2.60E+04
153116,1.86E+04
153117,7.72E+04
153118,1.46E+05
153119,2.52E+04
153120,1.67E+05
153121,5.28E+04
153122,1.13E+05
153123,7.62E+04
153124,2.89E+04
153125,4.17E+04
153126,6.03E+04
153127,1.86E+04
153128,1.26E+05
153129,1.67E+05
153130,3.16E+05
153131,7.13E+04
153132,1.30E+05
153133,4.98E+04
153134,4.91E+04
153135,2.48E+05
153136,3.24E+04
153137,1.03E+05
153138,1.08E+05
153139,3.62E+04
153140,9.68E+05
153141,3.23E+04
153142,4.91E+05
153143,7.07E+04
153144,2.22E+04
153145,1.17E+05
153146,4.84E+04
153147,1.69E+04
153148,8.89E+04
153149,9.59E+04
153150,5.48E+04
153151,4.06E+05
153152,1.98E+05
153153,6.79E+04
153154,1.91E+04
153155,8.34E+04
153156,1.26E+05
153157,6.72E+04
153158,1.50E+05
153159,4.89E+04
153160,9.15E+03
153161,9.80E+03
153162,3.16E+04
153163,3.63E+04
153164,6.64E+04
153165,8.06E+04
153166,1.47E+05
153167,3.85E+04
153168,1.78E+05
153169,4.62E+04
153170,2.09E+04
153171,4.78E+05
153172,4.44E+04
153173,4.63E+04
153174,7.09E+04
153175,1.05E+05
153176,2.67E+05
153177,4.75E+04
153178,5.03E+04
153179,1.66E+04
153180,4.98E+03
153181,4.38E+04
153182,1.87E+05
153183,2.44E+05
153184,5.76E+04
153185,2.12E+05
153186,1.10E+04
153187,1.02E+05
153188,9.95E+04
153189,1.48E+04
153190,7.23E+04
153191,1.03E+05
153192,2.24E+05
153193,3.04E+04
153194,6.43E+04
153195,3.34E+04
153196,1.38E+05
153197,1.39E+05
153198,3.34E+04
153199,2.96E+04
153200,7.55E+04
153201,5.98E+04
153202,7.27E+04
153203,6.62E+04
153204,1.07E+05
153205,3.66E+04
153206,7.52E+04
153207,1.57E+04
153208,1.39E+05
153209,5.68E+04
153210,4.87E+04
153211,5.35E+04
153212,8.40E+04
153213,2.01E+05
153214,2.29E+04
153215,6.41E+04
153216,3.31E+04
153217,3.05E+05
153218,7.96E+04
153219,3.64E+04
153220,9.81E+04
153221,1.40E+05
153222,3.67E+04
153223,2.88E+04
153224,1.85E+04
153225,2.95E+04
153226,3.88E+04
153227,7.90E+04
153228,1.45E+05
153229,1.29E+05
153230,6.04E+04
153231,3.00E+04
153232,1.11E+05
153233,5.91E+04
153234,2.88E+04
153235,5.39E+04
153236,2.50E+05
153237,1.82E+04
153238,8.30E+04
153239,4.01E+04
153240,1.31E+04
153241,4.26E+04
153242,2.72E+05
153243,2.01E+05
153244,1.39E+04
153245,4.03E+04
153246,7.59E+04
153247,3.72E+05
153248,1.00E+05
153249,2.95E+04
153250,7.63E+04
153251,3.83E+05
153252,1.41E+05
153253,7.51E+04
153254,1.44E+05
153255,6.99E+04
153256,9.69E+04
153257,1.40E+05
153258,2.81E+04
153259,4.57E+04
153260,1.56E+05
153261,3.74E+04
153262,1.31E+04
153263,2.56E+05
153264,4.74E+04
153265,1.57E+05
153266,1.07E+05
153267,2.95E+05
153268,1.02E+05
153269,1.53E+05
153270,1.03E+05
153271,3.47E+04
153272,3.16E+04
153273,4.32E+04
153274,5.85E+04
153275,4.87E+05
153276,1.24E+05
153277,6.94E+05
153278,8.17E+04
153279,1.85E+05
153280,9.68E+04
153281,1.27E+05
153282,1.16E+05
153283,2.49E+04
153284,4.00E+04
153285,8.30E+04
153286,4.84E+05
153287,2.83E+04
153288,2.99E+04
153289,1.18E+05
153290,1.30E+05
153291,1.07E+05
153292,2.37E+05
153293,4.09E+04
153294,2.97E+04
153295,3.10E+04
153296,6.08E+04
153297,1.08E+04
153298,5.98E+04
153299,7.72E+03
153300,2.57E+04
153301,2.85E+04
153302,2.74E+04
153303,2.08E+05
153304,4.04E+04
153305,6.37E+04
153306,3.77E+04
153307,3.02E+05
153308,5.05E+04
153309,2.61E+04
153310,1.39E+04
153311,2.49E+04
153312,1.39E+05
153313,3.01E+05
153314,4.61E+04
153315,1.13E+05
153316,9.43E+04
153317,3.97E+05
153318,3.29E+04
153319,4.54E+04
153320,2.94E+05
153321,2.95E+04
153322,4.66E+04
153323,3.75E+04
153324,2.25E+04
153325,3.01E+05
153326,1.39E+05
153327,2.57E+05
153328,5.89E+04
153329,1.20E+05
153330,1.58E+05
153331,1.30E+05
153332,3.71E+05
153333,7.40E+04
153334,8.03E+04
153335,7.27E+04
153336,3.28E+04
153337,2.42E+04
153338,5.22E+04
153339,5.39E+04
153340,3.75E+04
153341,7.78E+04
153342,4.22E+04
153343,2.44E+05
153344,9.20E+04
153345,5.71E+04
153346,1.40E+05
153347,1.02E+05
153348,4.66E+04
153349,9.39E+04
153350,1.30E+05
153351,2.59E+05
153352,4.48E+04
153353,6.87E+04
153354,3.50E+04
153355,2.06E+05
153356,5.74E+04
153357,1.56E+05
153358,2.16E+04
153359,3.10E+04
153360,9.39E+04
153361,3.15E+05
153362,6.49E+04
153363,4.64E+04
153364,1.82E+04
153365,3.71E+05
153366,5.42E+04
153367,1.20E+05
153368,8.76E+04
153369,1.10E+05
153370,7.00E+05
153371,9.32E+03
153372,2.37E+04
153373,3.61E+04
153374,5.27E+04
153375,3.00E+04
153376,1.16E+05
153377,1.15E+05
153378,5.72E+04
153379,3.07E+04
153380,1.82E+05
153381,6.51E+04
153382,6.65E+04
153383,1.98E+05
153384,3.21E+04
153385,1.71E+05
153386,4.06E+04
153387,4.65E+05
153388,5.63E+04
153389,2.59E+05
153390,4.98E+04
153391,3.90E+04
153392,1.90E+05
153393,5.36E+05
153394,5.77E+04
153395,8.17E+03
153396,6.86E+04
153397,1.00E+04
153398,1.40E+05
153399,8.19E+04
153400,1.82E+04
153401,3.47E+04
153402,2.11E+05
153403,1.27E+05
153404,1.56E+04
153405,7.61E+04
153406,5.32E+04
153407,3.79E+05
153408,3.41E+04
153409,1.42E+05
153410,1.18E+04
153411,3.60E+05
153412,5.20E+04
153413,5.18E+04
153414,2.52E+04
153415,4.43E+04
153416,6.99E+05
153417,2.54E+04
153418,4.01E+04
153419,2.11E+05
153420,5.67E+04
153421,8.83E+04
153422,4.08E+04
153423,2.21E+04
153424,5.24E+04
153425,5.96E+04
153426,1.67E+05
153427,1.20E+05
153428,1.29E+04
153429,5.32E+04
153430,1.13E+05
153431,2.18E+04
153432,6.13E+04
153433,2.62E+05
153434,2.10E+05
153435,5.97E+04
153436,3.21E+05
153437,7.24E+04
153438,3.31E+04
153439,3.04E+05
153440,1.18E+05
153441,5.12E+04
153442,5.87E+04
153443,5.77E+04
153444,3.78E+04
153445,1.26E+05
153446,3.82E+04
153447,4.62E+04
153448,1.33E+05
153449,1.52E+05
153450,2.92E+05
153451,8.01E+04
153452,1.01E+05
153453,2.13E+05
153454,1.66E+05
153455,4.25E+04
153456,1.19E+05
153457,1.52E+04
153458,3.48E+05
153459,3.87E+04
153460,5.26E+04
153461,7.09E+04
